Product Name,Brand Name,Price,Rating,Reviews,Review Votes
"LG Optimus L9 P769, 4G (T-Mobile)",,57.98,4,"Mom inherited this in short order (right away). She loves it. Those of you trying to get parents into smart-phones, tell them it's an extension of their computer. Or to think of it as their new, take-along computer. That might help.Once they start running custom rom's and writing android code for tweaks, you can leave them on their own...",0.0
Apple iPhone 5s 16GB (Silver) - T-Mobile,Apple,75.65,5,Nice,0.0
Apple Smart Watch Sport 38mm - Silver/White (Certified Refurbished),,264.99,5,Arrive in a timely manner. I love my watch. Thank you!,0.0
BLU Life XL - LTE Smartphone - GSM Unlocked - 8GB +1GB RAM - White,BLU,116.99,5,Good Android phone with multiple features at an affordable price. It is an unlocked GSM phone that is compatible with T-Mobile and/or AT&T in the U.S.,1.0
Samsung U380 Brightside 3G Verizon CDMA Smartphone - Black,Samsung,189.99,2,Cheap phone. Backlight turns off in 10 seconds. Back cover falls off easily. Difficult to navigate from one function to another. Hardly a smartphone. Next to NO apps available for this phone. None that are useful that is.,0.0
Samsung Galaxy J7 J700M 16GB Unlocked GSM 4G LTE Quad-Core Android Lollipop Smartphone w/ 13MP Camera - Black (International Version),Samsung,238.99,5,As advertised. I have used Galaxy S5 and S5 active in past. I wanted bigger screen and only few features that I need. I don't need SHealth and few other advanced features. This model worked for me. Battery lasted a long. It has been a week or so. Let's see.,0.0
LG Nexus 5X Unlocked Smartphone with 5.2-Inch 32GB H790 4G LTE (Carbon Black),LG,399.0,1,"The phone is a European model, with a European power supply. The charger does not fit a US power outlet. This is a re-labeled LG Nexus 5X H791 32GB, not the original US version (LG Nexus 5X H790 32GB). This phone does not support the US CDMA bands and transfer modes, which means the phone will not work with CDMA carriers (like Verizon) in the CDMA bands.",7.0
Samsung Galaxy i537 S4 Active Unlocked Smart Phone - Urban Gray (No Warranty),Samsung,159.99,5,Its bin a good phone so far.,0.0
CNPGD All-in-1 Watch Cell Phone & Smart Watch Sync to Android IOS Smart Phone (Black Plus),CNPGD,59.99,2,"l have difficulties setting the watch, i.e., time of day, etc. I tried using it as a phone but to no avail. There are not enough understandable instructions to use this as a Cell Phone & Smart Watch. I wasted money buying this.",0.0
"Samsung Galaxy S5 SM-G900A GSM Unlocked Cellphone, 16GB, Black",Samsung,234.0,1,Phone was defective.,0.0
"Samsung Galaxy S5 G900A 16GB Unlocked GSM 4G LTE Quad-Core Smartphone with 16MP Camera, Black (Certified Refurbished)",Samsung,219.0,5,"I'm very satisfied with this phone, there were no issues and it work perfect!",0.0
Samsung Korea SAMSUNG GALAXY S4 MINI GT-i9195 LTE 8GB- FACTORY UNLOCKED International Version - Unlocked Cell Phones - Retail Packaging - White(NO WARRANTY),Samsung,379.0,5,excelente,0.0
"Samsung Galaxy Note 5, White  32GB (AT&T)",Samsung,354.5,5,"loved it, it arrived in very good condition.",0.0
"LG Optimus Factory Unlocked Gsm Android Phone L7 P705, Black",LG,208.76,5,Satisfied,0.0
BLU Studio 5.0 C HD Smartphone - Unlocked - Yellow,BLU,2000.0,3,"I bought 2 of these phones, great price yes...BUT...after each update so far we either lost all our stuff that was on these phones...contacts, pic, music...ect. unless the phone is rooted you can't have things sync up to SD cards, so phone runs out of space quick, suppose to have 8gb of space. Well after the operating system and bloat ware you can't delete you have about 6gb, 5.89 to be exact if....and here is the big if...you don't update! 1st update lost everything, messages, pics, contacts...2nd update killed the storage...shows 0 gb out of 5.68 remaining...called BLU and they told me I had to do a Hard reset/restore...again lost everything! and the funny thing is, out of the storage we used about 700-800mb total. waiting to see if there will be a 5.0 update...Im thinking not and going to cut my losses and toss it!",0.0
BLU Dash 5.5 Smartphone - Unlocked - Retail Packaging - (Pink),BLU,135.0,1,I bought this phone on sept 17 and by October 21 screen went all white. I checked and realized I can't even return it because it's past 30 days. Yikes.,0.0
HTC Inspire 4G A9192 Unlocked GSM Android Smartphone - Black,HTC,54.18,5,"I had an HTC Incredible2 with my cell phone compamny but it wouldn't work with Consumer Cellular whose programs better suits my limited needs for a cell phone. This phone has everything I wanted -- my little computer when I am away from home. It takes great photos, particularly outside. The Incredible2 took better flash photos.",0.0
Apple Iphone 5c A1532 Verizon 16 GB Cell Phone - Blue,Apple,144.99,5,Was a gift for my husband and he loves it. Replaced a first gen droid so there was no place to go but up.The phone came in a plain white box with charging cable. It looked brand new and unused.So far it has performed as a new phone with no troubles whatsoever.,5.0
Apple MF259LL/A - iPhone 4s 8GB / 8MP Camera - Unlocked - Black (Certified Refurbished),,103.94,5,"Although a refurbished one, it turned to be as good as new",0.0
Apple iPhone 4 A1332 32GB Black (GSM Unlocked),Apple,75.0,1,it worst mobile phone I had bougth in my life so bad when i recharge it the mobile phone became very hot it is very slow and off/on button does not work perfectly,0.0
"Blackberry Curve 8520 Gemini SmartPhone Unlocked with 2 MP Camera, Bluetooth, Wi-Fi, E-mail-- International Version with No Warranty (Frost Blue)",BlackBerry,39.99,5,Just awesome... Nothing more,0.0
"Blu Studio C Mini Quad Core, 4.7"" IPS, Android 4.4 KK, 4G HSPA+, 5MP Camera - Unlocked Cell Phones - White",BLU,79.99,5,"This is my first smart phone. I wish I had gotten one sooner,if this one is typical. Can't beat it for thet price.",1.0
Apple iPhone 5s 32GB (Gold) - AT&T,Apple,54.34,5,"my in-laws really love the gifts iph5s, thank you",0.0
Motorola Moto E (1st Generation) - Black - 4 GB - Global GSM Unlocked Phone,Motorola,109.99,5,"I bought this phone because I didn't want to bring my S4 with all my personal info when traveling abroad. This phone is really cheap and performs very quickly. It can accept a SIM card, domestic or international as well as a mini-SD card to expand its otherwise anemic storage. I am truly impressed with this cheap, yet powerful, phone.",0.0
Verizon LG Spectrum 4G LTE Android Touchscreen Smart Phone *NO CONTRACT*,LG,58.95,1,it slow...,0.0
Samsung Korea SAMSUNG GALAXY S4 MINI GT-i9195 LTE 8GB- FACTORY UNLOCKED International Version - Unlocked Cell Phones - Retail Packaging - White(NO WARRANTY),Samsung,379.0,3,Its working nice.,0.0
"Apple Iphone 4 - 8gb Sprint (CDMA) White, Smartphone, in box with all the accessories, clean esn!!",,,5,"Everything works/looks great! Especially for those who have never had an iPhone before. Service quality is also great, everything sounds great.. no static noises in the background.",3.0
Samsung Galaxy Grand Prime Dual Sim Factory Unlocked Phone - Retail Packaging - Gold(International Version),Samsung,194.9,5,Excelente recomendado 100%,0.0
CNPGD All-in-1 Watch Cell Phone & Smart Watch Sync to Android IOS Smart Phone (Black Plus),CNPGD,59.99,5,Works great but can not download the app to use my messages on watch,0.0
Samsung Galaxy Note 4 SM-N910H N910 Factory Unlocked International Model (Frost White),Samsung,449.99,1,Claims device is unlocked for international use. This is false.,5.0
LG A275 Black Unlocked GSM Dual SIM QuadBand Cell Phone - International Version - No Warranty,LG,50.5,2,It is smaller than expected. not able to talk properly. love the phone but it should be bit lengthy which will make it better product,
CNPGD [U.S. Warranty] All-in-1 Smartwatch and Watch Cell Phone Red,CNPGD,49.99,1,touch screen died after only 5 months of use,0.0
Samsung Galaxy S4 i9505 16GB LTE Unlocked International Version White,Samsung,168.68,3,the battery broke few months after I had buy it.,0.0
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,222.0,5,I really like it,0.0
CNPGD Watch Cell Phone Mobile Touch Screen Mp3 Mp4 Fm Radio (Black/Silver),CNPGD,39.99,5,Great,0.0
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black",HUAWEI,104.65,5,very good,0.0
"Samsung Galaxy S Duos II GT-S7582 Factory Unlocked Cellphone, International Version, White",,280.0,5,love it,0.0
Samsung Galaxy S II Skyrocket I727 16GB Unlocked GSM 4G LTE Smartphone - Black,Samsung,69.99,5,excellent the cell came perfeccct follow purchased her,0.0
"CNPGD [U.S. Office Extended Warranty] Smartwatch + Unlocked Watch Cell Phone All in 1 Bluetooth Watch for iPhone Android Samsung Galaxy Note,Nexus,htc,Sony Brown",CNPGD,49.99,2,"Very useless ""smartwatch."" Would consider saving a little more and buying something more like a real smart watch. I used it for about a week and decided to storage it forever. Also headset wire was broken. Think twice before getting it!",0.0
Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),Samsung,88.0,5,I am very happy with my purchase. My one and only complaint so far is the sound quality - when it rings the speaker quality is very poor and cheap sounding. Some people complain that I sound like I am in an echo chamber.I feel that I got a very good deal and I like the white color. Phone indeed is unlocked.,0.0
Sprint HTC Evo 4g Smart Phone (White),HTC,32.48,5,I am so pleased with my Htc Evo 4g. I ordered it Saturday and received it MondayI had it activated in 10 minutes. I am very pleased and will order from this seller again.,1.0
Apple iPhone 5C 16GB White - Unlocked Cell Phones,Apple,135.0,5,Excellent condition,0.0
"Blackberry Curve 8520 Unlocked Quad-Band GSM Phone with 2MP Camera, QWERTY Keyboard, Wi-Fi and Bluetooth - Sky Blue",BlackBerry,39.99,1,"Its the WORSE phone I ever buy in my lifetime I think this company is a BIG rip off to poor people, the sell u something and its a big farce.",1.0
Samsung G870A Galaxy S5 Active for AT&T [Camo Green],,269.95,5,Good product,0.0
"Motorola RAZR V3 Unlocked Phone with Camera, and Video Player--International Version with No Warranty (Black)",Motorola,45.0,5,"This RAZR phone is nicely sized and easy to use. It is not quite as comfortable of a fit on my ear as my old StarTac, but I'm sure I'll get used to it. Buying an unlocked GSM Quad band phone offers the ability to travel out of the country and connect in to their networks at very reasonable per minute rates. Also allows you to access stateside or overseas service without long-term contracts (e.g. monthly or prepaid). Although almost of the entire world is using GSM technology, not all US carriers are GSM. Surely, T-Mobile and Cingular/AT&T are GSM and there may be a few others. I would make this purchase again.",1.0
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,30.99,1,Unusable,0.0
Nokia Lumia 920 32GB Unlocked GSM Windows 8 Smartphone w/ Carl-Zeiss Optics Camera - White,,99.99,4,"I'm enjoying this device. Still trying to get used it's style, but still a great phone. Camera is great. Windows App for Windows can be annoying.",
CNPGD All-in-1 Watch Cell Phone & Smart Watch Sync to Android IOS Smart Phone (Gold Plus),CNPGD,59.99,3,"Given this a 3 star because I haven't decided if I'm gonna keep it or send it back...CONS-If you think you can get it off GSM time, you can't if it is actually A.M. it shows to be P.M. ...I don't like the military time for the alarm also if you set it for P.M. you need to set the alarm for A.M( 6 P.M. would need to be set for 6 A.M.), The battery does not stay charged I have to put it on the charger about every 12 to 18 hours...It's not very comfortable to wear, I can't send or receive text, or use any of the other web functions...PROS- I can receive and make calls without a SIM card(use BT)..pretty easy to set up with blue tooth, came on time..",0.0
Sony Xperia Z1 Compact D5503 Android Smartphone (Lime) International Version No Warranty,Sony,299.0,5,love the phone,0.0
Blackberry Style 9670 Smartphone - Sprint,BlackBerry,279.99,1,"The product is not what I expected, I thought it was GSM and CDMA turns out that is, the information poublicada not say that type of technology or Connect using the apparatus, reasoned that it was late to me by problems at customs, I could not contact the seller.",0.0
"ZTE Axon Pro Factory Unlocked Phone, 64 GB Phthalo Blue (U.S. Warranty)",ZTE,379.98,5,love it. perfect,0.0
Samsung Galaxy J1 Mini J105B DUOS Unlocked GSM Dual-SIM 3G Quad-Core Smartphone w/ 5MP Camera - Black (International Version),Samsung,89.99,5,Works great so far,0.0
Mophie Juice Pack Powerstation Mini 2500 mAh - Blue (Certified Refurbished),mophie,10.99,1,Bought two; neither seem to be able to consistently charge my Nexus 6 phone.,0.0
"Samsung Galaxy S6 SM-G920i Factory Unlocked Cellphone, 32GB, Blue INTERNATIONAL VERSION NO WARRANTY",samsung,429.99,1,Mala señal,1.0
BlackBerry Curve 3G 9360 Black Qwerty,,110.0,1,"EST0Y MUY M0LESTA C0N ESTA C0MPRA ESTE TELEF0N0 N0 ES DE CHIP P0R L0 TANT0 NINGUNA EMPRESA DE TELEF0NIA LE C0L0CA LINEA, EST0 SIGNIFICA QUE PERDI MI DINER0 0 USTEDES TIENEN ALGUNA S0LUCI0N PARA MI PR0BLEMA?",3.0
Apple iPhone SE Unlocked Phone - 64 GB Retail Packaging - Rose Gold,Apple,505.99,5,The phone is really nice. I like how I can have a small phone and have the latest technology inside it.,
"Apple iPhone 5 Cellphone, 16GB, Black (AT&T)",Apple,139.95,2,The phone is without scratches however the volume in the phone makes it hard for people on he other end to hear clearly,1.0
LG G3 D851 32GB Unlocked GSM 4G LTE Quad-HD Android Smartphone w/ 13MP Camera - Metallic Black (Certified Refurbished),LG,159.99,5,This phone is great. It was fast shipping and accurrate discription.. I love it,2.0
"verykool Cyprus LTE SL6010 manufacture unlocked GSM smartphone 4G LTE 6.0"" 13MP + 8MP cameras Android 5.1 Lollipop 1.0GHz 16GB + 64GB external storage tempered glass-White",verykool,143.28,1,"I had purchased this phone on the basis of previous purchases of same quality of phones. I had gotten this one for my sister, on the go it was having issues,. I kept telling her to reboot it, until then reboot did not work, then the sensitizing touch screen did not work. I came back to my accounts to see if I could return it only to see 'returns were not accepted"". I am now stuck with a phone I really like,it is not working, I had to repay back for the phone and there is nothing I can do with this phone. My sister is disappointed, I am terrible upset. Can anyone help me to get it repair? or at least get some of my money back?PLEASE I NEED HELP",0.0
Apple iPhone 5c 32GB (Pink) - Verizon Wireless,Apple,159.99,2,"According to the local Verizon Wireless branch, the Apple iPhone 5c that I ordered and received was not compatible with Verizon as the description indicated.As a result of the incompatibility, I had to cancel my Verizon wireless contract and pay the contract fee. I purchased the Walmart SIM card kit and their TMobile plan.All in all the phone works great. The compatibility issue was painful and costly to resolve.",2.0
"BlackBerry Bold 9000 Unlocked Phone with 2 MP Camera, 3G, Wi-Fi, GPS Navigation, and MicroSD Slot--International Version with No Warranty (Black)",BlackBerry,99.98,3,"Hola amigos, compre este telefono con la plena confianza de que recibiria un buen producto mi mayor sorpresa fue que recibi un telefono usado con una bateria china usada y maltratada, el track ball defectuoso la tapa no calza, sin audifonos, un cable de datos motorola y por la caja se ve a leguas que este es un producto reconstruido afortunadamente le funciona el teclado, el pin, pero no es la idea no recomiendo comprar telefonos desbloqueados por esta via.",2.0
BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- Global GSM Unlocked - Grey,BLU,139.0,5,Great!,0.0
CNPGD [U.S. Warranty] All-in-1 Smartwatch and Watch Cell Phone Silver,CNPGD,49.99,1,I really love the watch I just got it today but unfortunately the band already broke ): for $40 I expected more,0.0
"POSH MOBILE ICON ANDROID UNLOCKED DUAL SIM 5.0"" GSM SMARTPHONE with soft metallic design, FULL-sized display, 5MP Camera and 4GB of Storage (MODEL # S510 ROSE GOLD)",Posh Mobile,64.67,4,Works Great!,
Apple iPhone SE 16GB Factory Unlocked LTE Smartphone - Rose Gold (Certified Refurbished),Apple,399.0,5,"Great phone. Although it was refurbished, It came in a perfect condition. I really congratulate the seller... really good job!The phone itself is as it is written on paper... it is super fast. It opens apps in a second... of course it has 2gb of ram and that makes the safari usage real fluent...The camera is pretty good too.The texture, the weight.., everything perfect (for me)And the battery life... it's amazing... If it is in 100%, and you use the phone heavily, it will only drain like 8%-10% in one hour... It's mind blowing.Totally happy with it!",3.0
"Blackberry 9320 Curve Unlocked GSM Quad-Band Smartphone with 3.2 MP Camera, Wi-Fi, GPS and 7.1 Blackberry OS - No Warranty - Black",BlackBerry,49.88,5,"Good product received on time according with the details showed in the page. Working very well, I reccomend it and that's the reason due I put 5 starts.",0.0
BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- US GSM Unlocked - Silver,BLU,139.0,5,Love it! No complaints! All the features of an expensive phone without the big price tag. Screen colors are vibrant and phone is colored exactly as pictured.,0.0
Samsung Galaxy S II i777 16GB GSM Android Smartphone Unlocked,Samsung,79.99,4,"Great cellphone. So thin, it can be just a little hard to grip at times, without bumping the volume rocker or the power button sometimes. Battery life rather short when WI-Fi is used to surf the web, but what a great display it has, and nice quick performance too. No lag when bringing up the web browser, etc.",0.0
HTC One X 16GB Unlocked GSM 4G LTE Dual-Core Smartphone w/ 8MP Camera and Beats by Dre Audio - Gray,HTC,140.0,4,Great phone. Very fast and extremely durable. I dropped it almost immediately after taking it out of the box. The only thing that keeps me from giving it 5 stars is the speaker volume. It's not as loud as I would like it to be and a bit tinny.,0.0
BLU Studio C 5.0-Inch Smartphone with Android Lollipop OS - Unlocked (Grey),BLU,99.99,1,Ordered this phone second week of July and now 3 months later it doesn't work any longer. It won't come on even after being on the charger. It has a builtin battery so can't swap it out without taking it into a shop some where. Also the memory card unmounts continuously. BLU Studio C 5.0-Inch Android Smartphone with Lollipop OS - Unlocked (Pink),
Apple iPhone 5s 32GB (Silver) - AT&T,Apple,43.95,5,It was great,1.0
Apple iPhone 5 16GB (White) - T-Mobile,Apple,136.99,5,The phone works perfect. Looks like new. Shipping was faster thanks,0.0
Motorola V860 Barrage Verizon Wireless MIL-SPEC Rugged 2MP Cell Phone (No Contract),,102.0,5,"product was as advertised, excellent condition and fairly priced, & quick delivery.",0.0
Nokia Lumia 1520 16GB Unlocked GSM 4G LTE Windows 8 Smartphone w/ 20MP Camera - Red (No Warranty),Nokia,219.0,3,Phone is great it has a few issues with some bright spots,0.0
"Motorola Moto X (2nd generation) Unlocked Cellphone, 16GB, Black Soft Touch",Motorola,279.95,5,😀,0.0
Verizon BlackBerry 8703e Smartphone Black No Contract Cell Phone,BlackBerry,39.99,3,ok,0.0
Apple iPhone 5s 32GB (Silver) - Verizon Wireless,Apple,209.0,5,perfect condition,0.0
Sony Xperia Z5 Premium E6853 5.5-Inch 4K UHD Display Factory Unlocked (GOLD) - International Stock No Warranty,Samsung,472.49,1,"Phone is horrible. Sticks for over 10 mins, randomly. Screen turns black and you cant see incoming calls. I have no added features, apps, or covers on phone. Constantly having to reset phone. All this happens within 37 days of ownership. Seller..Mobile front...wont even respond or reply. Run from this product and seller.",3.0
"Motorola Moto X - 16GB, Unlocked Phone - US Warranty - Black",Motorola,89.99,5,"really great features for the price, totally worth it!",0.0
"Blackberry Curve 8520 Unlocked Quad-Band GSM Phone with 2MP Camera, QWERTY Keyboard, Wi-Fi and Bluetooth - US Warranty - Opal Pink",BlackBerry,51.95,5,"BlackBerry 8520 Unlocked Phone with 2 MP Camera, Bluetooth, Wi-Fi--International Version with No Warranty (Black) I really like the phone has good software and does not stick recommend great",0.0
"Blu Studio C Mini Quad Core, 4.7"" IPS, Android 4.4 KK, 4G HSPA+, 5MP Camera - Unlocked Cell Phones -Black",BLU,70.4,2,"Phone seems nice but this is really for the seller. Description says pink, choose a white phone from the options.... Got a green one... WTH? Get ur stuff together.",1.0
"OtterBox SYMMETRY SERIES Case for iPhone 6 Plus/6s Plus (5.5"" Version) - Retail Packaging - BLUE PRINT II (SLATE GREY/DEEP WATER BLUE)",OtterBox,15.99,5,Great case and not bulky,0.0
BLU Selfie US GSM - Unlocked (Blue),BLU,159.99,5,Phone is absolutely amazing! I was able to add it to my family Mobile account immediately out of the box. It's fast and the storage is amazing! The cameras are the best on the market.,0.0
Apple iPhone 5c 32GB (Yellow) - Verizon Wireless,Apple,155.0,5,This phone came on time and as it was described.,0.0
BLU Studio 5.0 C HD Smartphone - Unlocked - Orange,BLU,115.0,5,Perfect,0.0
"CNPGD® S12 Smart Sync Call SMS Bluetooth Watch Pedometer/Recording/Anti-Lost for iPhone 5S,5,4S,4 Android Samsung S5,S4,S3,S2,Note 3,Note 2(IOS System Can Use Partial Function) (All Black)",CNPGD,88.99,1,"I did not like it. The watch would not sync to my phone correctly and lost it's BT connection when less than 3 feet from my phone. To be fair, I didn't expect a lot for the price, but, I did expect at least those two things. I am returning this item.",0.0
"BlackBerry 8520 Unlocked Phone with 2 MP Camera, Bluetooth, Wi-Fi--International Version with No Warranty (Black)",BlackBerry,32.95,3,HOLA BUENAS TARDE QUIERO SABER SI HAY ALGUN PROBLEMA CON MI PEDIDO EL BB8520 ES QUE TENGO CIERTAS DUDASGRACIAS,0.0
Motorola Moto E (1st Generation) - Black - 4 GB - Global GSM Unlocked Phone,Motorola,109.99,4,It's a decent phone. I wish it had at least flash though. I changed the Runtime from Dalvik to ART and it works a whole lot better on the multitasking. I love Motorola....,0.0
Samsung Galaxy Note 4 N910A 32GB Unlocked GSM 4G LTE Smartphone Black,Samsung,449.99,1,"This phone stoped working after 1 hour...it just turned off and coudn't turn on again. I am highly dissapointed, because this is second phone I ordered on Amazon, and with the first one I also had problems...so I will never again order anything from this site!!!",1.0
OtterBox Defender Series Case for Apple iPhone 6 Plus - Ink Blot,,24.99,5,Good good,0.0
"Samsung Ativ S I8750 16GB Unlocked GSM Phone with Windows 8 OS, 4.8"" Super AMOLED Touchscreen, 8MP Camera + Secondary 1.9MP Camera, GPS, Wi-Fi, Bluetooth, NFC and microSD Slot - Gray",,499.99,5,"Came brand new as stated and booted up with no problems.Package includes a manual, headphones and a USB charger andEuropean connector (with standard adapter, so no worries there)It's also amply powered and is buttery smooth to operate. The physicalCamera button is a great touch as well and the screen is bright andVibrant.Physically, the phone is right in that sweet spot where it's *just* big enoughTo feel like neither a handful nor a toy.It's a great device and perhaps the best WPhone available for peopleThat require the modularity offered by a removable battery andExpandable memory. The Ativ SE would've taken the crown hadSamsung not gone the cheap route and removed the physical cameraButton.But, the original Ativ S is a great buy and I'd highly recommend it toAnyone looking to enter the Windows Phone sphere",0.0
Apple iPhone 5s 16GB (Space Gray) - Verizon Wireless,Apple,149.99,5,It met all the criteria,1.0
"LG G2 D801 Unlocked Cellphone, 32GB, Black",LG,274.0,5,Excellent phone for the price. Still compares well with the newer offerings in the market.,0.0
"OnePlus Two 64GB Black, Unlocked Smartphone - International Stock, No Warranty",BLU,279.99,5,Good Product. Smart use. Great pricing and fast shipping. Over all a good experience.,1.0
"Polaroid A6BK 6"" Unlocked Smartphone, No Contract, 4G HSPA+ Dual SIM GSM, Android 4.4 KitKat, One Year Warranty,Retail Packaging, Black",Polaroid,107.52,4,Good phone but sound quality too low..especially when in a case,1.0
Moto G Play (4th gen.) - Black - 16 GB - Unlocked - Prime Exclusive - with Lockscreen Offers & Ads,Motorola,149.99,5,Great mobile phone on a budget. Recommended.,2.0
BLU Advance 4.0L Unlocked Smartphone -US GSM - White,BLU,47.97,4,Great value for $$. Works in U.S. and Europe without any problems.,0.0
product not found,,1999.0,3,"Is regularly expected a little more.Design is something ugly and the screen resolution is poor, but it is good phoneJose Pinto from Venezuelanthis cellphone currently is working with Movilnet",1.0
BLU Studio Selfie 2 - GSM Unlocked Smartphone - Gold,BLU,69.99,4,all fine. very good.,1.0
Unnecto Air 5.0 Cell Phones - Unlocked (White),Unnecto,59.99,1,This phone is a piece of junk. Will not connect to data network. Scrolling is terrible and frustrating. Don't waste your money.,0.0
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - White,Apple,155.0,4,ok.. . ..... ... ... ... .. .... ... .. .... .. ..... .... ..... .... . ... ... ..ok,0.0
BLU Dash X Smartphone - US GSM Unlocked - White,BLU,89.0,5,great so far,0.0
"LG G3 D855 Unlocked Cellphone, International Version, 32GB, Black",,218.88,4,"the product comes in perfect terms, in time and shape. The first time the telephone it got very hot",0.0
"BLU VIVO 5R Refresh Smartphone - 5.5-Inch Display 4G LTE GSM Unlocked, GOLD",BLU,197.92,5,"Very nice phone, well build, and has front flash for night selfies! Will buy again.",1.0
"Nokia Lumia 830 GSM Smartphone, Black - AT&T - No Warranty",Nokia,145.0,4,"Nice Phone, prompt shipment by the supplier",0.0
BLU Dash C Music-US GSM - Unlocked Cell Phone (White/Gold),BLU,54.99,5,Excellent,0.0
"Padgene [Update Version] Vogue 6"" Android 5.1 Unlocked Smartphone, 4 Core, Dual Sim, Dual Camera, 2G / 3G GSM Touchscreen Smartphone, White",Padgene,89.99,4,Is it a 4g phone,0.0
Apple iPhone 5c 32GB (White) - Sprint,Apple,235.16,1,Said it was a sprint phone went to store to activate told me they couldnt get it in their system.,0.0
Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Cell Phone - Space Gray,,648.0,5,"Although the phone was stolen, it worked great, and was everything that I could want in a phone.",0.0
Motorola DROID Turbo - 32GB Android Smartphone - Verizon Unlocked - Blue Ballistic (Certified Refurbished),Motorola,159.99,3,"Phone worked, yes.However I am inclined to believe this was a store show item, as the main menu was burned into the screen, a pretty noticeable burned-in section. -2 stars for that. However, phone its'self is nice and works.",3.0
Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),Samsung,88.0,1,The phone did not work. It would shut off after 30 seconds. Tried new battery that did not work either. Ver disappointed,5.0
BLU Tank II T193 Unlocked GSM Dual-SIM Cell Phone with Camera and 1900 mAh Big Battery - Unlocked Cell Phones - Retail Packaging - White Blue,BLU,26.41,5,It is a cheap but good phone. I recomend it if you are and old fashioned Men and you dont like android or things like that,0.0
"Nokia Lumia 1020 RM-877 GSM Unlocked 32GB Windows 8.1 4G LTE Smartphone - Black (International version, No Warranty)",Nokia,337.0,5,Bad battery life but best camera phone till date. If anyone deciding between LG G4 and this my opinion is it is better than LG G4 if you can spend little time in taking image.,0.0
Apple iPhone 7 Unlocked Phone 256 GB - US Version (Black),Apple,922.0,5,The phones arrived on the first day of the promised time frame. Sent the unlocked phones to India for family over there and they are very satisfied and the phones work great!!!,1.0
"Apple iPhone 6 Plus, Space Gray, 128 GB (AT&T)",,368.45,5,Good,0.0
OtterBox Defender Series iPhone 6 ONLY Case - Retail Packaging - AP Pink,OtterBox,34.89,3,"Pros:Durable protectionCons:headphone cover makes using headphones difficult. I actually cut mine offScreen protector noticeably reduces phones touchscreen responsiveness. Especially evident when controlling videosGathers dust terribly, scratched my screen before I noticed and started cleaning inside the case regularlywicks moisture under the screen protector, this makes me crazy as I have been having to open the case up and dry it out inside every few days latelyfingerprint id will not work with screen protectorI finally tried removing the screen protector as I did with my previous Otterbox defender cases for my Iphone 4s. Unfortunately the screen protector is installed with a gummy glue and it left a sticky residue I couldn't remove.I'm done with it! Shopping for a case that isn't slippery (like the Commuter) and provides access to the beautifully designed iphone screen",1.0
Apple Watch 42mm Stainless Steel Case with Milanese Loop,,,2,Not as great for people with mobility issues and use of their hands.,0.0
HTC myTouch 4G Slide Global QWERTY Unlocked GSM Android Smartphone,HTC,199.99,1,This phone is awful. the battery runs out just after using it for a short time. You have to keep hitting this button on the top of the phone every time the screen blacks out. The keypad does not come up automatically for keying in prompts for automated systems. I'm sending it back. The vendor worked with me to get a return label and will refund me once the phone is returned. I'm just waiting for its replacement and then ship back the MyTouch. Steer clear of this phone!,2.0
"ALCATEL OneTouch Pixi 3 Global Unlocked 3G Smartphone, 4.5 Display, 5MP Camera (GSM - US Warranty)",Alcatel,33.0,5,Excelent,
LG G2 D802 16GB Factory Unlocked International Version BLACK - No Warranty,LG,189.99,2,I really liked the phone display good performance excellent but the battery lasts me or four hours of continuous use I report this problem and I returned 30% of the value of the product I'm buying a new battery to see if this is the problem,0.0
"POSH Revel S500a - 5.0"", 4G, Android 4.4 Kit Kat, Dual-core, 4GB, 8MP Camera, Dual Sim Smartphone (Blue)",Posh Mobile,78.39,1,Phone charged and turned on but screen does not work,0.0
BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Grey,BLU,129.99,5,"Í, bought this phone .i cant sal its in beautiful phone eira fast í move app everything about this phone is amazing í move it. and for tata price You cannot GO wrong.. Í got same dala delivery And it was on time. They told me it will arive at 9pm but í for it about 7pm í must sal im Happy with my phone and Amazon service is alway grate with me.. Keep up the Good work Amazon.. If anyone see this dont things just buy it .you wont lose .its a dam beautiful Nice phone. Í love it. Í love it!!!",0.0
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",Apple,265.0,5,"Perfect, it works well",0.0
